"PRIM_STATE","AREA","AREA_TITLE","OCC_CODE","OCC_TITLE","O_GROUP","TOT_EMP","EMP_PRSE","H_MEAN","A_MEAN","MEAN_PRSE","H_PCT10","H_PCT25","H_MEDIAN","H_PCT75","H_PCT90","A_PCT10","A_PCT25","A_MEDIAN","A_PCT75","A_PCT90","ANNUAL","label","year","NAICS","NAICS_TITLE","I_GROUP","AREA_TYPE","OWN_CODE","PCT_TOTAL","PCT_RPT","LOC_QUOTIENT","JOBS_1000","HOURLY"
"CA","7460","San Luis Obispo-Atascadero-Paso Robles, CA M","11-3051","Industrial Production Managers",NA,"90","8","32.759999999999998","68140","2.8999999999999999","18.629999999999999","24.710000000000001","31.75","40.549999999999997","51.07","38740","51390","66040","84350","106230",NA,"green job","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7460","San Luis Obispo-Atascadero-Paso Robles, CA M","11-3071","Transportation, Storage, and Distribution Managers",NA,"60","16.899999999999999","27.68","57570","6.0999999999999996","16.879999999999999","20.109999999999999","25.620000000000001","33.409999999999997","42.520000000000003","35110","41830","53290","69490","88450",NA,"green job","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7460","San Luis Obispo-Atascadero-Paso Robles, CA M","11-9041","Engineering Managers",NA,"170","25.699999999999999","40.18","83580","2.7000000000000002","25.48","33.100000000000001","40.399999999999999","45.25","59.530000000000001","52990","68850","84040","94120","123810",NA,"green job","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7460","San Luis Obispo-Atascadero-Paso Robles, CA M","17-2051","Civil Engineers",NA,"400","22.399999999999999","28.969999999999999","60260","3.2000000000000002","20.149999999999999","24.030000000000001","28.5","33.5","40.270000000000003","41910","49980","59280","69680","83760",NA,"green job","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7460","San Luis Obispo-Atascadero-Paso Robles, CA M","17-2071","Electrical Engineers",NA,"130","34.299999999999997","25.760000000000002","53580","3.2999999999999998","18.390000000000001","19.879999999999999","22.41","31.850000000000001","36.990000000000002","38250","41340","46620","66260","76950",NA,"green job","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7460","San Luis Obispo-Atascadero-Paso Robles, CA M","17-2141","Mechanical Engineers",NA,"140","31.399999999999999","25.960000000000001","53990","2.3999999999999999","18.789999999999999","21.190000000000001","25.18","29.539999999999999","36.270000000000003","39080","44080","52370","61450","75440",NA,"green job","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7460","San Luis Obispo-Atascadero-Paso Robles, CA M","41-4011","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",NA,"170","23.899999999999999","30.280000000000001","62990","7.9000000000000004","13.779999999999999","16.489999999999998","23.670000000000002","39.969999999999999","#","28650","34290","49220","83150","#",NA,"green job","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7460","San Luis Obispo-Atascadero-Paso Robles, CA M","47-1011","First-Line Supervisors/Managers of Construction Trades and Extraction Workers",NA,"340","9.1999999999999993","26.780000000000001","55690","2","19.030000000000001","22.280000000000001","26.539999999999999","31.300000000000001","34.369999999999997","39580","46340","55200","65100","71480",NA,"green job","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7460","San Luis Obispo-Atascadero-Paso Robles, CA M","47-2211","Sheet Metal Workers",NA,"70","23.5","14.369999999999999","29890","5.7999999999999998","8.3300000000000001","10.960000000000001","13.970000000000001","17.530000000000001","21.149999999999999","17340","22790","29060","36450","44000",NA,"green job","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7460","San Luis Obispo-Atascadero-Paso Robles, CA M","49-9042","Maintenance and Repair Workers, General",NA,"790","13.699999999999999","13.32","27710","5","7.3600000000000003","8.3499999999999996","11.970000000000001","17.050000000000001","22.23","15310","17370","24890","35460","46250",NA,"green job","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7460","San Luis Obispo-Atascadero-Paso Robles, CA M","51-4041","Machinists",NA,"240","13.5","16.940000000000001","35230","11.4","7.4299999999999997","8.1799999999999997","14.92","22.710000000000001","32.899999999999999","15460","17020","31040","47240","68430",NA,"green job","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7480","Santa Barbara-Santa Maria-Lompoc, CA MSA","11-3051","Industrial Production Managers",NA,"170","7","36.450000000000003","75830","2.5","21.34","26.719999999999999","34.109999999999999","46.689999999999998","56.799999999999997","44390","55570","70950","97110","118150",NA,"green job","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7480","Santa Barbara-Santa Maria-Lompoc, CA MSA","11-3071","Transportation, Storage, and Distribution Managers",NA,"100","13.800000000000001","28.390000000000001","59050","3.5","14.460000000000001","22.23","28.370000000000001","34.350000000000001","42.609999999999999","30070","46240","59010","71450","88630",NA,"green job","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7480","Santa Barbara-Santa Maria-Lompoc, CA MSA","11-9041","Engineering Managers",NA,"380","15.300000000000001","45.039999999999999","93680","2.7999999999999998","29.670000000000002","37.810000000000002","43.159999999999997","54.039999999999999","#","61710","78650","89770","112400","#",NA,"green job","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7480","Santa Barbara-Santa Maria-Lompoc, CA MSA","17-2051","Civil Engineers",NA,"230","17.100000000000001","33.880000000000003","70470","4.5","22.890000000000001","27.27","33.450000000000003","41.590000000000003","46.969999999999999","47620","56720","69580","86510","97690",NA,"green job","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7480","Santa Barbara-Santa Maria-Lompoc, CA MSA","17-2071","Electrical Engineers",NA,"130","16.300000000000001","33.240000000000002","69130","2.6000000000000001","22.879999999999999","26.43","31.82","39.469999999999999","49.07","47600","54970","66190","82100","102070",NA,"green job","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7480","Santa Barbara-Santa Maria-Lompoc, CA MSA","17-2141","Mechanical Engineers",NA,"460","27.899999999999999","34.969999999999999","72740","4","24.609999999999999","29.52","35","41.310000000000002","46.530000000000001","51180","61390","72800","85930","96780",NA,"green job","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7480","Santa Barbara-Santa Maria-Lompoc, CA MSA","19-4041","Geological and Petroleum Technicians",NA,"**","**","25.440000000000001","52920","2.3999999999999999","18.93","22.800000000000001","25.899999999999999","28.68","32.829999999999998","39380","47420","53870","59650","68280",NA,"green job","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7480","Santa Barbara-Santa Maria-Lompoc, CA MSA","41-4011","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",NA,"280","9.0999999999999996","30.640000000000001","63730","5.7999999999999998","14.140000000000001","20.030000000000001","26.379999999999999","36.990000000000002","62.439999999999998","29400","41660","54860","76940","129870",NA,"green job","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7480","Santa Barbara-Santa Maria-Lompoc, CA MSA","47-1011","First-Line Supervisors/Managers of Construction Trades and Extraction Workers",NA,"570","12.199999999999999","28.68","59660","3.2000000000000002","18.239999999999998","22.32","27.5","33.909999999999997","41.909999999999997","37930","46430","57200","70540","87170",NA,"green job","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7480","Santa Barbara-Santa Maria-Lompoc, CA MSA","47-2211","Sheet Metal Workers",NA,"280","29.5","19.109999999999999","39760","6.2000000000000002","10.01","13.17","19.23","24.84","28.23","20830","27390","39990","51660","58730",NA,"green job","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7480","Santa Barbara-Santa Maria-Lompoc, CA MSA","49-9042","Maintenance and Repair Workers, General",NA,"1420","16","13.31","27680","4.7999999999999998","7.4400000000000004","8.4800000000000004","12.15","16.5","21.199999999999999","15470","17630","25270","34320","44100",NA,"green job","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7480","Santa Barbara-Santa Maria-Lompoc, CA MSA","51-4041","Machinists",NA,"390","16.600000000000001","18.77","39050","4.5","11.5","14.890000000000001","18.52","21.920000000000002","27.620000000000001","23910","30970","38520","45590","57450",NA,"green job","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7480","Santa Barbara-Santa Maria-Lompoc, CA MSA","51-9012","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",NA,"**","**","14.42","29990","2.7000000000000002","11.449999999999999","12.33","13.91","16.350000000000001","18.850000000000001","23810","25650","28930","34000","39210",NA,"green job","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","8735","Ventura, CA PMSA","11-3051","Industrial Production Managers",NA,"490","9.4000000000000004","35.439999999999998","73720","2.1000000000000001","19.98","27.059999999999999","35.299999999999997","42.82","53.100000000000001","41570","56290","73420","89060","110450",NA,"green job","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","8735","Ventura, CA PMSA","11-3071","Transportation, Storage, and Distribution Managers",NA,"170","11.9","30.579999999999998","63610","3.3999999999999999","18.940000000000001","22.649999999999999","27.09","37.549999999999997","48.170000000000002","39400","47110","56350","78090","100200",NA,"green job","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","8735","Ventura, CA PMSA","11-9041","Engineering Managers",NA,"650","7.7000000000000002","45.380000000000003","94390","2.2999999999999998","31.84","37.759999999999998","43.509999999999998","54.340000000000003","67.269999999999996","66230","78540","90500","113020","139920",NA,"green job","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","8735","Ventura, CA PMSA","17-2051","Civil Engineers",NA,"450","21.399999999999999","34.07","70870","3.6000000000000001","22.739999999999998","25.280000000000001","30.379999999999999","39.789999999999999","59.25","47300","52580","63190","82760","123250",NA,"green job","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","8735","Ventura, CA PMSA","17-2071","Electrical Engineers",NA,"390","17.100000000000001","37.840000000000003","78700","3.2999999999999998","24.940000000000001","29.32","35.409999999999997","46.189999999999998","56.159999999999997","51870","60990","73660","96070","116810",NA,"green job","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","8735","Ventura, CA PMSA","17-2141","Mechanical Engineers",NA,"640","12.5","31.460000000000001","65430","2.8999999999999999","19.640000000000001","24.989999999999998","31.210000000000001","37.490000000000002","43.969999999999999","40860","51980","64920","77990","91450",NA,"green job","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","8735","Ventura, CA PMSA","19-4041","Geological and Petroleum Technicians",NA,"60","35.299999999999997","20.48","42600","11.4","11.199999999999999","13.34","21.690000000000001","25.82","28.620000000000001","23290","27740","45110","53700","59530",NA,"green job","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","8735","Ventura, CA PMSA","41-4011","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",NA,"850","22.800000000000001","32.960000000000001","68550","7","17.050000000000001","22.760000000000002","26.710000000000001","41.549999999999997","64.329999999999998","35460","47340","55560","86420","133800",NA,"green job","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","8735","Ventura, CA PMSA","47-1011","First-Line Supervisors/Managers of Construction Trades and Extraction Workers",NA,"610","8.6999999999999993","28.48","59230","2.1000000000000001","17.920000000000002","23.34","28.609999999999999","34.119999999999997","40","37260","48540","59510","70970","83190",NA,"green job","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","8735","Ventura, CA PMSA","47-2211","Sheet Metal Workers",NA,"420","36.399999999999999","13.890000000000001","28890","10.1","7.5199999999999996","8.6300000000000008","11.529999999999999","18.07","25.5","15650","17960","23980","37580","53030",NA,"green job","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","8735","Ventura, CA PMSA","49-9042","Maintenance and Repair Workers, General",NA,"2490","8.6999999999999993","14.369999999999999","29890","1.8999999999999999","8.2100000000000009","10.06","13.609999999999999","17.52","21.850000000000001","17080","20920","28310","36440","45450",NA,"green job","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","8735","Ventura, CA PMSA","51-4041","Machinists",NA,"1130","9.1999999999999993","13.69","28470","3.7999999999999998","8.1500000000000004","9.9199999999999999","13.51","16.379999999999999","20.390000000000001","16950","20630","28100","34080","42410",NA,"green job","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","8735","Ventura, CA PMSA","47-5013","Service Unit Operators, Oil, Gas, and Mining",NA,"40","40.5","18.59","38660","23.600000000000001","9.8300000000000001","10.81","18.760000000000002","23.920000000000002","30.890000000000001","20440","22480","39020","49760","64240",NA,"ff job","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","8735","Ventura, CA PMSA","47-5021","Earth Drillers, Except Oil and Gas",NA,"120","30.300000000000001","24.539999999999999","51040","10","16.879999999999999","19.239999999999998","23.579999999999998","31.359999999999999","34.859999999999999","35110","40010","49050","65220","72520",NA,"ff job","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","8735","Ventura, CA PMSA","47-5081","Helpers--Extraction Workers",NA,"40","18","12.800000000000001","26630","8.8000000000000007","8.4700000000000006","11.06","13.58","15.26","16.300000000000001","17610","23010","28240","31740","33910",NA,"ff job","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7460","San Luis Obispo-Atascadero-Paso Robles, CA MSA","11-3051","Industrial production managers",NA,"90","6.5","33.049999999999997","68740","3.2999999999999998","18.559999999999999","24.34","31.399999999999999","39.990000000000002","53.990000000000002","38600","50630","65320","83170","112300",NA,"green job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7460","San Luis Obispo-Atascadero-Paso Robles, CA MSA","11-3071","Transportation, storage, and distribution managers",NA,"60","18.899999999999999","29.09","60500","5.2999999999999998","16.75","21.34","29.5","34.960000000000001","42","34830","44380","61370","72720","87350",NA,"green job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7460","San Luis Obispo-Atascadero-Paso Robles, CA MSA","11-9041","Engineering managers",NA,"170","8.5999999999999996","41.090000000000003","85460","2.7000000000000002","25.789999999999999","32.68","41.490000000000002","47.039999999999999","59.759999999999998","53640","67970","86300","97840","124290",NA,"green job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7460","San Luis Obispo-Atascadero-Paso Robles, CA MSA","17-2051","Civil engineers",NA,"370","14.300000000000001","29.210000000000001","60750","2.2999999999999998","21.41","24.329999999999998","28.84","33.799999999999997","39.770000000000003","44520","50600","59980","70310","82720",NA,"green job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7460","San Luis Obispo-Atascadero-Paso Robles, CA MSA","17-2071","Electrical engineers",NA,"110","20.100000000000001","27.050000000000001","56270","2.6000000000000001","18.890000000000001","21.059999999999999","27.23","32.520000000000003","36.899999999999999","39290","43790","56650","67650","76750",NA,"green job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7460","San Luis Obispo-Atascadero-Paso Robles, CA MSA","17-2141","Mechanical engineers",NA,"130","27.699999999999999","26.370000000000001","54850","2.2999999999999998","19.09","21.879999999999999","25.920000000000002","30.18","36.329999999999998","39700","45510","53920","62770","75570",NA,"green job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7460","San Luis Obispo-Atascadero-Paso Robles, CA MSA","41-4011","Sales representatives, wholesale and manufacturing, technical and scientific products",NA,"120","13.699999999999999","31.640000000000001","65820","8.3000000000000007","14.82","18.390000000000001","26.109999999999999","35.060000000000002","53.950000000000003","30820","38260","54300","72920","112220",NA,"green job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7460","San Luis Obispo-Atascadero-Paso Robles, CA MSA","47-1011","First-line supervisors/managers of construction trades and extraction workers",NA,"410","12.199999999999999","27.350000000000001","56890","1.8","19.18","22.629999999999999","26.829999999999998","32.270000000000003","36.659999999999997","39900","47060","55810","67130","76260",NA,"green job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7460","San Luis Obispo-Atascadero-Paso Robles, CA MSA","47-2211","Sheet metal workers",NA,"60","0.69999999999999996","16.969999999999999","35300","2.3999999999999999","10.630000000000001","13.43","16.949999999999999","20.690000000000001","23.050000000000001","22110","27940","35260","43030","47930",NA,"green job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7460","San Luis Obispo-Atascadero-Paso Robles, CA MSA","49-9042","Maintenance and repair workers, general",NA,"750","9.1999999999999993","13.52","28120","3.2000000000000002","7.6900000000000004","8.8900000000000006","12.42","16.960000000000001","21.600000000000001","16000","18490","25840","35280","44920",NA,"green job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7460","San Luis Obispo-Atascadero-Paso Robles, CA MSA","51-4041","Machinists",NA,"190","13.800000000000001","18.309999999999999","38080","11.1","7.6799999999999997","8.5999999999999996","16.239999999999998","26.969999999999999","34.450000000000003","15980","17880","33770","56090","71660",NA,"green job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7460","San Luis Obispo-Atascadero-Paso Robles, CA MSA","51-9012","Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",NA,"130","10.800000000000001","11.32","23540","3.2000000000000002","8.25","9.5299999999999994","10.74","12.68","14.67","17160","19810","22340","26370","30510",NA,"green job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7480","Santa Barbara-Santa Maria-Lompoc, CA MSA","11-3051","Industrial production managers",NA,"170","7.9000000000000004","38.979999999999997","81080","3","20.77","27.199999999999999","36.579999999999998","48.549999999999997","59.240000000000002","43210","56580","76080","100990","123220",NA,"green job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7480","Santa Barbara-Santa Maria-Lompoc, CA MSA","11-3071","Transportation, storage, and distribution managers",NA,"90","9.9000000000000004","30.640000000000001","63720","4.9000000000000004","16.52","23.260000000000002","29.329999999999998","36.689999999999998","45.270000000000003","34360","48390","61010","76300","94170",NA,"green job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7480","Santa Barbara-Santa Maria-Lompoc, CA MSA","11-9041","Engineering managers",NA,"380","12.5","48.840000000000003","101580","2.7000000000000002","30.579999999999998","39.460000000000001","45.369999999999997","55.25","#","63610","82070","94370","114930","#",NA,"green job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7480","Santa Barbara-Santa Maria-Lompoc, CA MSA","17-2051","Civil engineers",NA,"330","18.899999999999999","36.170000000000002","75240","2.6000000000000001","23.100000000000001","28.23","34.82","43.310000000000002","55.030000000000001","48040","58720","72420","90080","114460",NA,"green job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7480","Santa Barbara-Santa Maria-Lompoc, CA MSA","17-2071","Electrical engineers",NA,"100","15.800000000000001","35.210000000000001","73230","2.6000000000000001","24.390000000000001","28.350000000000001","33.329999999999998","41.409999999999997","51.979999999999997","50740","58960","69330","86140","108120",NA,"green job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7480","Santa Barbara-Santa Maria-Lompoc, CA MSA","17-2141","Mechanical engineers",NA,"460","22","35.25","73310","3.7000000000000002","24.800000000000001","29.41","35.280000000000001","41.579999999999998","46.93","51580","61170","73370","86500","97620",NA,"green job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7480","Santa Barbara-Santa Maria-Lompoc, CA MSA","41-4011","Sales representatives, wholesale and manufacturing, technical and scientific products",NA,"260","12.699999999999999","31.050000000000001","64590","7.0999999999999996","13.52","19.010000000000002","25.949999999999999","37.270000000000003","51.200000000000003","28120","39550","53970","77520","106490",NA,"green job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7480","Santa Barbara-Santa Maria-Lompoc, CA MSA","47-1011","First-line supervisors/managers of construction trades and extraction workers",NA,"530","9.9000000000000004","29.629999999999999","61630","3.6000000000000001","19.100000000000001","23.190000000000001","28.18","34.020000000000003","42.770000000000003","39720","48230","58600","70770","88950",NA,"green job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7480","Santa Barbara-Santa Maria-Lompoc, CA MSA","47-2211","Sheet metal workers",NA,"**","**","19.43","40410","8","10.699999999999999","14.529999999999999","19.52","24.620000000000001","27.870000000000001","22260","30220","40590","51200","57960",NA,"green job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7480","Santa Barbara-Santa Maria-Lompoc, CA MSA","49-9042","Maintenance and repair workers, general",NA,"1510","11.300000000000001","14.27","29680","3.5","7.7699999999999996","9.2599999999999998","13.1","18.41","21.93","16150","19260","27260","38280","45620",NA,"green job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7480","Santa Barbara-Santa Maria-Lompoc, CA MSA","51-4041","Machinists",NA,"410","12.300000000000001","17.579999999999998","36570","5.2999999999999998","9.7100000000000009","12.050000000000001","17.629999999999999","21.52","27.609999999999999","20200","25070","36680","44750","57440",NA,"green job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7480","Santa Barbara-Santa Maria-Lompoc, CA MSA","51-9012","Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",NA,"70","41.700000000000003","16.890000000000001","35140","9.3000000000000007","10.98","12.640000000000001","16.289999999999999","21.23","25.149999999999999","22840","26290","33880","44160","52320",NA,"green job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","8735","Ventura, CA PMSA","11-3051","Industrial production managers",NA,"410","9","39.060000000000002","81250","5.2999999999999998","20.23","26.030000000000001","35.520000000000003","44.990000000000002","65.040000000000006","42070","54140","73880","93570","135270",NA,"green job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","8735","Ventura, CA PMSA","11-3071","Transportation, storage, and distribution managers",NA,"200","19.100000000000001","32.170000000000002","66910","2.8999999999999999","19.609999999999999","23.66","28.890000000000001","39.210000000000001","48.689999999999998","40780","49210","60090","81550","101280",NA,"green job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","8735","Ventura, CA PMSA","11-9041","Engineering managers",NA,"570","8.5999999999999996","51.280000000000001","106670","3.2999999999999998","33.960000000000001","39.759999999999998","47.219999999999999","59.380000000000003","#","70630","82710","98220","123510","#",NA,"green job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","8735","Ventura, CA PMSA","17-2051","Civil engineers",NA,"450","21.199999999999999","38.829999999999998","80760","4.5999999999999996","23.93","28.199999999999999","36.289999999999999","45.119999999999997","65.700000000000003","49780","58660","75480","93850","136650",NA,"green job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","8735","Ventura, CA PMSA","17-2071","Electrical engineers",NA,"500","31.600000000000001","38.020000000000003","79080","2.2000000000000002","24.989999999999998","29.879999999999999","35.740000000000002","44.859999999999999","55.030000000000001","51980","62150","74330","93300","114470",NA,"green job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","8735","Ventura, CA PMSA","17-2141","Mechanical engineers",NA,"600","6.7000000000000002","32.780000000000001","68190","2","21.93","27.32","32.859999999999999","38.880000000000003","43.210000000000001","45620","56830","68350","80880","89870",NA,"green job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","8735","Ventura, CA PMSA","19-4041","Geological and petroleum technicians",NA,"50","25.699999999999999","19.850000000000001","41280","4.4000000000000004","10.779999999999999","12.710000000000001","20.239999999999998","25.170000000000002","29.170000000000002","22420","26430","42100","52360","60670",NA,"green job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","8735","Ventura, CA PMSA","41-4011","Sales representatives, wholesale and manufacturing, technical and scientific products",NA,"940","12.4","37.82","78670","5.5999999999999996","17.760000000000002","23.73","30.129999999999999","44.549999999999997","#","36940","49360","62670","92660","#",NA,"green job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","8735","Ventura, CA PMSA","47-1011","First-line supervisors/managers of construction trades and extraction workers",NA,"700","9.4000000000000004","28.140000000000001","58520","1.7","18.120000000000001","23.02","27.940000000000001","33.600000000000001","38.289999999999999","37690","47890","58120","69880","79640",NA,"green job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","8735","Ventura, CA PMSA","47-2211","Sheet metal workers",NA,"380","20.199999999999999","18.640000000000001","38770","4.2999999999999998","10.800000000000001","12.84","17.23","24.870000000000001","28.449999999999999","22460","26700","35840","51720","59180",NA,"green job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","8735","Ventura, CA PMSA","49-9042","Maintenance and repair workers, general",NA,"2260","5.5","15.949999999999999","33170","2.5","8.9399999999999995","10.949999999999999","15.16","19.789999999999999","24.879999999999999","18600","22770","31520","41170","51740",NA,"green job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","8735","Ventura, CA PMSA","51-4041","Machinists",NA,"1120","9.3000000000000007","14.359999999999999","29870","2.7000000000000002","8.5700000000000003","10.26","13.9","17.289999999999999","21.73","17830","21340","28910","35950","45190",NA,"green job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","8735","Ventura, CA PMSA","51-8013","Power plant operators",NA,"30","8.4000000000000004","22.5","46800","8.6999999999999993","13.529999999999999","18.859999999999999","23.48","27.25","29.710000000000001","28150","39220","48840","56670","61800",NA,"green job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7480","Santa Barbara-Santa Maria-Lompoc, CA MSA","47-5021","Earth drillers, except oil and gas",NA,"**","**","27.59","57380","4.2999999999999998","19.870000000000001","21.43","25.600000000000001","34.079999999999998","37.049999999999997","41330","44580","53240","70880","77060",NA,"ff job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","8735","Ventura, CA PMSA","47-5013","Service unit operators, oil, gas, and mining",NA,"60","36.899999999999999","21.260000000000002","44220","5.5","11.93","16.82","20.989999999999998","25.93","30.77","24810","34980","43660","53940","64010",NA,"ff job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","8735","Ventura, CA PMSA","47-5021","Earth drillers, except oil and gas",NA,"90","27.899999999999999","20.859999999999999","43400","10.199999999999999","13.67","15.31","18.699999999999999","25.640000000000001","33.729999999999997","28430","31840","38900","53320","70160",NA,"ff job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","8735","Ventura, CA PMSA","47-5071","Roustabouts, oil and gas",NA,"90","40.799999999999997","15.69","32640","9.1999999999999993","9.8200000000000003","12.83","15.57","17.789999999999999","22.879999999999999","20430","26680","32390","37000","47590",NA,"ff job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","8735","Ventura, CA PMSA","47-5081","Helpers--extraction workers",NA,"30","24.300000000000001","12.140000000000001","25240","8.1999999999999993","8.2200000000000006","9.3599999999999994","12.44","14.43","16.329999999999998","17100","19480","25870","30020","33970",NA,"ff job","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7460","San Luis Obispo-Atascadero-Paso Robles, CA MSA","11-3051","Industrial production managers",NA,"70","9.2","34.43","71610","4.1","20.34","25.68","32.55","41.75","55.43","42310","53410","67710","86840","115290",NA,"green job","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA","7460","San Luis Obispo-Atascadero-Paso Robles, CA MSA","11-3071","Transportation, storage, and distribution managers",NA,"40","16.1","35.21","73230","5.3","21.84","28.62","34.16","40.58","51.76","45430","59540","71040","84400","107650",NA,"green job","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
